+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                         ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NiosII|nios2_a|mm_interconnect_0|router_013                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_012|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_012                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_011|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_011                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_010|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_010                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_009|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_009                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_008|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_008                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_007|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_007                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_006|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_006                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_005|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_005                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_004|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_004                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_003|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_003                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_002|the_default_decode                                                                                                                                                ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_002                                                                                                                                                                   ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_001|the_default_decode                                                                                                                                                ; 0     ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_001                                                                                                                                                                   ; 115   ; 0              ; 7            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router|the_default_decode                                                                                                                                                    ; 0     ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router                                                                                                                                                                       ; 115   ; 0              ; 7            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sdram_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sdram_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sdram_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|key_s1_agent_rsp_fifo                                                                                                                                                        ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|key_s1_agent|uncompressor                                                                                                                                                    ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|key_s1_agent                                                                                                                                                                 ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|highres_s1_agent_rsp_fifo                                                                                                                                                    ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|highres_s1_agent|uncompressor                                                                                                                                                ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|highres_s1_agent                                                                                                                                                             ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|switches_s1_agent_rsp_fifo                                                                                                                                                   ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|switches_s1_agent|uncompressor                                                                                                                                               ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|switches_s1_agent                                                                                                                                                            ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_7_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_7_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_7_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_6_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_6_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_6_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_5_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_5_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_5_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_4_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_4_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_4_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_3_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_3_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_3_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_2_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_2_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_2_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_1_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_1_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_1_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_0_s1_agent_rsp_fifo                                                                                                                                                      ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_0_s1_agent|uncompressor                                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_0_s1_agent                                                                                                                                                               ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledg_s1_agent_rsp_fifo                                                                                                                                                       ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledg_s1_agent|uncompressor                                                                                                                                                   ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledg_s1_agent                                                                                                                                                                ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledr_s1_agent_rsp_fifo                                                                                                                                                       ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledr_s1_agent|uncompressor                                                                                                                                                   ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledr_s1_agent                                                                                                                                                                ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|timer_0_s1_agent_rsp_fifo                                                                                                                                                    ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|timer_0_s1_agent|uncompressor                                                                                                                                                ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|timer_0_s1_agent                                                                                                                                                             ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent_rsp_fifo                                                                                                                                  ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent|uncompressor                                                                                                                              ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent                                                                                                                                           ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sysid_qsys_0_control_slave_agent_rsp_fifo                                                                                                                                    ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sysid_qsys_0_control_slave_agent|uncompressor                                                                                                                                ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sysid_qsys_0_control_slave_agent                                                                                                                                             ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent_rsp_fifo                                                                                                                                 ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent|uncompressor                                                                                                                             ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent                                                                                                                                          ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_aes_interface_0_aes_slave_agent_rsp_fifo                                                                                                                              ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_aes_interface_0_aes_slave_agent|uncompressor                                                                                                                          ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_aes_interface_0_aes_slave_agent                                                                                                                                       ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_instruction_master_agent                                                                                                                                        ; 206   ; 41             ; 100          ; 41             ; 147    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_data_master_agent                                                                                                                                               ; 206   ; 41             ; 100          ; 41             ; 147    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sdram_s1_translator                                                                                                                                                          ; 112   ; 4              ; 4            ; 4              ; 98     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|key_s1_translator                                                                                                                                                            ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|highres_s1_translator                                                                                                                                                        ; 96    ; 22             ; 45           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|switches_s1_translator                                                                                                                                                       ; 112   ; 6              ; 30           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_7_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_6_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_5_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_4_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_3_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_2_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_1_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|hex_0_s1_translator                                                                                                                                                          ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledg_s1_translator                                                                                                                                                           ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|ledr_s1_translator                                                                                                                                                           ; 112   ; 6              ; 30           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|timer_0_s1_translator                                                                                                                                                        ; 96    ; 22             ; 45           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_translator                                                                                                                                      ; 112   ; 5              ; 20           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sysid_qsys_0_control_slave_translator                                                                                                                                        ; 112   ; 6              ; 28           ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                                                                                                                     ; 112   ; 5              ; 31           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_aes_interface_0_aes_slave_translator                                                                                                                                  ; 112   ; 6              ; 25           ; 6              ; 77     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_instruction_master_translator                                                                                                                                   ; 113   ; 51             ; 2            ; 51             ; 106    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_data_master_translator                                                                                                                                          ; 113   ; 12             ; 2            ; 12             ; 106    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0                                                                                                                                                                              ; 682   ; 0              ; 0            ; 0              ; 700    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|timer_0                                                                                                                                                                                        ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|sysid_qsys_0                                                                                                                                                                                   ; 3     ; 15             ; 2            ; 15             ; 32     ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|sys_sdram_pll_0|reset_from_locked                                                                                                                                                              ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
